"x"
"    lhs                                                                    rhs                                                       support      confidence lift        "
"381 {android.intent.action.SET_ALARM}                                   => {Object}                                                  1.361494e-04 0.5454545  1.167080e+00"
"348 {android.nfc.action.TAG_DISCOVERED}                                 => {Activity}                                                7.374757e-05 0.5416667  3.400405e+00"
"305 {android.intent.action.BATTERY_LOW}                                 => {Activity}                                                3.971023e-05 0.5384615  3.380284e+00"
"307 {android.intent.action.ASSIST}                                      => {Object}                                                  3.971023e-05 0.5384615  1.152118e+00"
"310 {android.settings.NFCSHARING_SETTINGS}                              => {Activity}                                                3.971023e-05 0.5384615  3.380284e+00"
"353 {android.intent.action.NEW_OUTGOING_CALL}                           => {Object}                                                  7.942046e-05 0.5384615  1.152118e+00"
"374 {android.intent.action.OPEN_DOCUMENT_TREE}                          => {Object}                                                  1.191307e-04 0.5384615  1.152118e+00"
"375 {android.settings.APPLICATION_SETTINGS}                             => {Object}                                                  1.191307e-04 0.5384615  1.152118e+00"
"357 {android.speech.tts.engine.INSTALL_TTS_DATA}                        => {Object}                                                  8.509335e-05 0.5357143  1.146240e+00"
"2   {}                                                                  => {android.intent.action.VIEW}                              5.335920e-01 0.5335920  1.000000e+00"
"325 {ItemizedOverlay}                                                   => {android.intent.action.VIEW}                              4.538312e-05 0.5333333  9.995152e-01"
"510 {android.intent.action.VIEW}                                        => {Object}                                                  2.829751e-01 0.5303211  1.134700e+00"
"365 {android.app.action.SET_NEW_PASSWORD}                               => {Object}                                                  1.021120e-04 0.5294118  1.132755e+00"
"483 {android.intent.action.EDIT}                                        => {Object}                                                  2.104642e-03 0.5277383  1.129174e+00"
"438 {ExpandableListActivity}                                            => {android.intent.action.VIEW}                              4.424854e-04 0.5270270  9.876966e-01"
"339 {DialogPreference}                                                  => {android.intent.action.VIEW}                              5.672890e-05 0.5263158  9.863637e-01"
"373 {android.intent.action.VIEW_DOWNLOADS}                              => {BroadcastReceiver}                                       1.134578e-04 0.5263158  6.665041e+01"
"507 {Activity}                                                          => {android.intent.action.VIEW}                              8.373753e-02 0.5256766  9.851659e-01"
"455 {android.settings.APPLICATION_DETAILS_SETTINGS}                     => {Object}                                                  7.544943e-04 0.5236220  1.120367e+00"
"457 {android.intent.action.WALLPAPER_CHANGED}                           => {FragmentActivity}                                        7.828588e-04 0.5130112  1.256350e+01"
"446 {android.intent.action.RINGTONE_PICKER}                             => {Object}                                                  5.219059e-04 0.5111111  1.093598e+00"
"496 {android.intent.action.PICK}                                        => {Object}                                                  9.224119e-03 0.5057543  1.082136e+00"
"498 {ActionBarActivity}                                                 => {android.intent.action.VIEW}                              1.360926e-02 0.5038857  9.443277e-01"
"480 {DialogFragment}                                                    => {android.intent.action.VIEW}                              1.650811e-03 0.5034602  9.435302e-01"
"79  {RemoteViews}                                                       => {android.intent.action.CALL}                              5.672890e-06 0.5000000  2.166097e+01"
"80  {RemoteViews}                                                       => {android.intent.action.VIEW}                              5.672890e-06 0.5000000  9.370455e-01"
"81  {Installer}                                                         => {android.intent.action.UNINSTALL_PACKAGE}                 5.672890e-06 0.5000000  2.448292e+03"
"82  {Installer}                                                         => {android.intent.action.DELETE}                            5.672890e-06 0.5000000  1.813549e+02"
"86  {Pager}                                                             => {android.intent.action.DELETE}                            5.672890e-06 0.5000000  1.813549e+02"
"87  {Pager}                                                             => {android.intent.action.VIEW}                              5.672890e-06 0.5000000  9.370455e-01"
"88  {DialogListener}                                                    => {android.intent.action.CALL}                              5.672890e-06 0.5000000  2.166097e+01"
"89  {DialogListener}                                                    => {android.intent.action.VIEW}                              5.672890e-06 0.5000000  9.370455e-01"
"91  {android.settings.action.MANAGE_WRITE_SETTINGS}                     => {Fragment}                                                5.672890e-06 0.5000000  1.361423e+01"
"92  {android.settings.action.MANAGE_WRITE_SETTINGS}                     => {Object}                                                  5.672890e-06 0.5000000  1.069824e+00"
"94  {android.intent.action.EXTERNAL_APPLICATIONS_UNAVAILABLE}           => {Activity}                                                5.672890e-06 0.5000000  3.138835e+00"
"95  {android.intent.action.EXTERNAL_APPLICATIONS_UNAVAILABLE}           => {Object}                                                  5.672890e-06 0.5000000  1.069824e+00"
"97  {ShareAction}                                                       => {android.intent.action.SEND}                              5.672890e-06 0.5000000  2.540014e+00"
"98  {ShareAction}                                                       => {android.intent.action.VIEW}                              5.672890e-06 0.5000000  9.370455e-01"
"99  {LayoutInflater}                                                    => {android.intent.action.CALL}                              5.672890e-06 0.5000000  2.166097e+01"
"100 {LayoutInflater}                                                    => {android.intent.action.VIEW}                              5.672890e-06 0.5000000  9.370455e-01"
"101 {android.settings.DEVICE_INFO_SETTINGS}                             => {PreferenceActivity}                                      5.672890e-06 0.5000000  4.663413e+01"
"102 {android.settings.DEVICE_INFO_SETTINGS}                             => {Object}                                                  5.672890e-06 0.5000000  1.069824e+00"
"103 {SimpleAdapter}                                                     => {android.intent.action.SENDTO}                            5.672890e-06 0.5000000  2.990787e+01"
"104 {SimpleAdapter}                                                     => {android.intent.action.VIEW}                              5.672890e-06 0.5000000  9.370455e-01"
"107 {PrintService}                                                      => {android.bluetooth.adapter.action.REQUEST_ENABLE}         5.672890e-06 0.5000000  4.006295e+02"
"108 {PrintService}                                                      => {android.intent.action.VIEW}                              5.672890e-06 0.5000000  9.370455e-01"
"109 {Drawer}                                                            => {android.media.action.VIDEO_CAPTURE}                      5.672890e-06 0.5000000  3.642087e+02"
"110 {Drawer}                                                            => {android.media.action.IMAGE_CAPTURE}                      5.672890e-06 0.5000000  3.283849e+01"
"111 {TextureView}                                                       => {android.intent.action.SCREEN_OFF}                        5.672890e-06 0.5000000  3.181895e+02"
"112 {TextureView}                                                       => {android.intent.action.SCREEN_ON}                         5.672890e-06 0.5000000  2.073847e+02"
"115 {android.bluetooth.device.action.UUID}                              => {AsyncTask}                                               5.672890e-06 0.5000000  8.027186e+01"
"116 {android.bluetooth.device.action.UUID}                              => {Activity}                                                5.672890e-06 0.5000000  3.138835e+00"
"117 {android.bluetooth.adapter.action.CONNECTION_STATE_CHANGED}         => {AppCompatActivity}                                       5.672890e-06 0.5000000  5.367753e+01"
"118 {android.bluetooth.adapter.action.CONNECTION_STATE_CHANGED}         => {Activity}                                                5.672890e-06 0.5000000  3.138835e+00"
"119 {ITelephony$Stub}                                                   => {android.intent.action.CALL}                              5.672890e-06 0.5000000  2.166097e+01"
"120 {ITelephony$Stub}                                                   => {android.intent.action.DIAL}                              5.672890e-06 0.5000000  1.139476e+01"
"122 {android.intent.action.ANSWER}                                      => {Activity}                                                5.672890e-06 0.5000000  3.138835e+00"
"123 {android.intent.action.ANSWER}                                      => {Object}                                                  5.672890e-06 0.5000000  1.069824e+00"
"124 {android.intent.action.INSTALL_PACKAGE}                             => {AsyncTask}                                               5.672890e-06 0.5000000  8.027186e+01"
"125 {android.intent.action.INSTALL_PACKAGE}                             => {Object}                                                  5.672890e-06 0.5000000  1.069824e+00"
"127 {BaseLotFragment}                                                   => {android.intent.action.SEND}                              5.672890e-06 0.5000000  2.540014e+00"
"128 {BaseLotFragment}                                                   => {android.intent.action.VIEW}                              5.672890e-06 0.5000000  9.370455e-01"
"132 {EditTextPreference}                                                => {android.intent.action.GET_CONTENT}                       5.672890e-06 0.5000000  4.595334e+01"
"133 {EditTextPreference}                                                => {android.intent.action.SENDTO}                            5.672890e-06 0.5000000  2.990787e+01"
"186 {android.intent.action.APPLICATION_RESTRICTIONS_CHANGED}            => {FragmentActivity}                                        1.134578e-05 0.5000000  1.224486e+01"
"187 {android.intent.action.APPLICATION_RESTRICTIONS_CHANGED}            => {Object}                                                  1.134578e-05 0.5000000  1.069824e+00"
"188 {XC_MethodHook}                                                     => {android.intent.action.MAIN}                              1.134578e-05 0.5000000  1.516231e+01"
"189 {AdapterView}                                                       => {android.intent.action.SEND}                              1.134578e-05 0.5000000  2.540014e+00"
"190 {AdapterView}                                                       => {android.intent.action.VIEW}                              1.134578e-05 0.5000000  9.370455e-01"
"193 {android.settings.PRIVACY_SETTINGS}                                 => {ActionBarActivity}                                       1.134578e-05 0.5000000  1.851260e+01"
"194 {android.settings.PRIVACY_SETTINGS}                                 => {ListActivity}                                            1.134578e-05 0.5000000  6.696946e+00"
"195 {android.intent.action.PACKAGE_RESTARTED}                           => {Service}                                                 1.134578e-05 0.5000000  4.816311e+01"
"196 {android.bluetooth.headset.profile.action.AUDIO_STATE_CHANGED}      => {Object}                                                  1.134578e-05 0.5000000  1.069824e+00"
"199 {android.settings.MANAGE_ALL_APPLICATIONS_SETTINGS}                 => {Activity}                                                1.134578e-05 0.5000000  3.138835e+00"
"201 {NotificationListenerService}                                       => {android.settings.ACTION_NOTIFICATION_LISTENER_SETTINGS}  1.134578e-05 0.5000000  1.013086e+03"
"202 {NotificationListenerService}                                       => {android.intent.action.MAIN}                              1.134578e-05 0.5000000  1.516231e+01"
"230 {android.intent.action.CALL_BUTTON}                                 => {Object}                                                  1.701867e-05 0.5000000  1.069824e+00"
"236 {android.intent.action.BUG_REPORT}                                  => {Object}                                                  1.701867e-05 0.5000000  1.069824e+00"
"237 {BaseAd}                                                            => {android.intent.action.SEND}                              1.701867e-05 0.5000000  2.540014e+00"
"238 {BaseAd}                                                            => {android.intent.action.VIEW}                              1.701867e-05 0.5000000  9.370455e-01"
"240 {android.intent.action.DATE_CHANGED}                                => {Activity}                                                1.701867e-05 0.5000000  3.138835e+00"
"256 {ScrollView}                                                        => {android.intent.action.VIEW}                              2.269156e-05 0.5000000  9.370455e-01"
"312 {ImageView}                                                         => {android.intent.action.VIEW}                              3.971023e-05 0.5000000  9.370455e-01"
"316 {ListView}                                                          => {android.intent.action.SEND}                              3.971023e-05 0.5000000  2.540014e+00"
"331 {Task}                                                              => {android.intent.action.VIEW}                              5.105601e-05 0.5000000  9.370455e-01"
"364 {android.settings.SOUND_SETTINGS}                                   => {Object}                                                  9.076624e-05 0.5000000  1.069824e+00"
"369 {InputMethodService}                                                => {android.media.RINGER_MODE_CHANGED}                       1.021120e-04 0.5000000  2.259962e+03"
"414 {EventHandler}                                                      => {android.intent.action.SEND}                              2.269156e-04 0.5000000  2.540014e+00"
"415 {EventHandler}                                                      => {android.intent.action.VIEW}                              2.269156e-04 0.5000000  9.370455e-01"
"502 {android.intent.action.DIAL}                                        => {WebViewClient}                                           2.182361e-02 0.4973497  5.111732e+00"
"454 {PreferenceFragment}                                                => {android.intent.action.VIEW}                              7.034383e-04 0.4960000  9.295491e-01"
"471 {ListFragment}                                                      => {android.intent.action.VIEW}                              1.299092e-03 0.4956710  9.289326e-01"
"500 {Fragment}                                                          => {android.intent.action.VIEW}                              1.803412e-02 0.4910411  9.202557e-01"
"487 {AsyncTask}                                                         => {android.intent.action.VIEW}                              3.052015e-03 0.4899818  9.182705e-01"
"417 {android.intent.action.SYNC}                                        => {Object}                                                  2.325885e-04 0.4880952  1.044352e+00"
"416 {android.intent.action.OPEN_DOCUMENT}                               => {Object}                                                  2.212427e-04 0.4814815  1.030201e+00"
"350 {android.nfc.action.NDEF_DISCOVERED}                                => {Activity}                                                6.807468e-05 0.4800000  3.013282e+00"
"490 {AppCompatActivity}                                                 => {android.intent.action.VIEW}                              4.424854e-03 0.4750305  8.902503e-01"
"494 {android.media.action.IMAGE_CAPTURE}                                => {Object}                                                  7.193224e-03 0.4724292  1.010832e+00"
"330 {android.intent.action.ACTION_POWER_DISCONNECTED}                   => {Activity}                                                4.538312e-05 0.4705882  2.954198e+00"
"426 {android.settings.MANAGE_APPLICATIONS_SETTINGS}                     => {Activity}                                                2.666258e-04 0.4700000  2.950505e+00"
"398 {android.net.wifi.SCAN_RESULTS}                                     => {Activity}                                                1.701867e-04 0.4687500  2.942658e+00"
"458 {android.intent.action.WALLPAPER_CHANGED}                           => {Activity}                                                7.147841e-04 0.4684015  2.940470e+00"
"1   {}                                                                  => {Object}                                                  4.673667e-01 0.4673667  1.000000e+00"
"323 {GridFragment}                                                      => {android.intent.action.SEND}                              3.971023e-05 0.4666667  2.370680e+00"
"360 {android.intent.action.DOWNLOAD_NOTIFICATION_CLICKED}               => {Activity}                                                7.942046e-05 0.4666667  2.929580e+00"
"439 {FrameLayout}                                                       => {android.intent.action.VIEW}                              3.971023e-04 0.4666667  8.745758e-01"
"463 {android.intent.action.SEND_MULTIPLE}                               => {Object}                                                  9.303539e-04 0.4619718  9.884569e-01"
"370 {android.media.RINGER_MODE_CHANGED}                                 => {InputMethodService}                                      1.021120e-04 0.4615385  2.259962e+03"
"347 {android.intent.action.ACTION_SHUTDOWN}                             => {Service}                                                 6.240179e-05 0.4583333  4.414952e+01"
"287 {android.nfc.action.TECH_DISCOVERED}                                => {Object}                                                  2.836445e-05 0.4545455  9.725671e-01"
"294 {CountDownTimer}                                                    => {android.intent.action.VIEW}                              2.836445e-05 0.4545455  8.518595e-01"
"345 {android.intent.action.MUSIC_PLAYER}                                => {Object}                                                  5.672890e-05 0.4545455  9.725671e-01"
"501 {FragmentActivity}                                                  => {android.intent.action.VIEW}                              1.855602e-02 0.4544318  8.516465e-01"
"410 {Preference}                                                        => {android.intent.action.VIEW}                              1.928783e-04 0.4533333  8.495879e-01"
"399 {android.intent.action.POWER_USAGE_SUMMARY}                         => {Activity}                                                1.645138e-04 0.4531250  2.844570e+00"
"495 {android.intent.action.SENDTO}                                      => {Object}                                                  7.567635e-03 0.4526637  9.685408e-01"
"472 {TabActivity}                                                       => {android.intent.action.SEND}                              1.185634e-03 0.4504310  2.288203e+00"
"419 {android.intent.action.USER_PRESENT}                                => {Activity}                                                2.155698e-04 0.4470588  2.806488e+00"
"469 {android.intent.action.MEDIA_BUTTON}                                => {Object}                                                  9.984286e-04 0.4467005  9.557816e-01"
"453 {android.media.action.VIDEO_CAPTURE}                                => {Object}                                                  6.126721e-04 0.4462810  9.548840e-01"
"473 {TabActivity}                                                       => {android.intent.action.VIEW}                              1.174288e-03 0.4461207  8.360708e-01"
"265 {android.bluetooth.device.action.BOND_STATE_CHANGED}                => {Object}                                                  2.269156e-05 0.4444444  9.509545e-01"
"267 {GLBaseAdapter}                                                     => {android.intent.action.EDIT}                              2.269156e-05 0.4444444  1.114443e+02"
"270 {android.bluetooth.adapter.action.DISCOVERY_STARTED}                => {Activity}                                                2.269156e-05 0.4444444  2.790076e+00"
"275 {FragmentTab}                                                       => {android.intent.action.VIEW}                              2.269156e-05 0.4444444  8.329293e-01"
"281 {Presenter}                                                         => {android.intent.action.SEND}                              2.269156e-05 0.4444444  2.257791e+00"
"282 {Presenter}                                                         => {android.intent.action.VIEW}                              2.269156e-05 0.4444444  8.329293e-01"
"371 {InputMethodService}                                                => {android.intent.action.SEND}                              9.076624e-05 0.4444444  2.257791e+00"
"405 {android.bluetooth.adapter.action.REQUEST_DISCOVERABLE}             => {Activity}                                                1.758596e-04 0.4428571  2.780111e+00"
"488 {android.net.conn.CONNECTIVITY_CHANGE}                              => {Object}                                                  3.176818e-03 0.4419890  9.457006e-01"
"329 {android.intent.action.BOOT_COMPLETED}                              => {Object}                                                  3.971023e-05 0.4375000  9.360958e-01"
"491 {android.intent.action.MEDIA_SCANNER_SCAN_FILE}                     => {Object}                                                  4.300050e-03 0.4353820  9.315639e-01"
"402 {Enum}                                                              => {android.intent.action.VIEW}                              1.645138e-04 0.4328358  8.111737e-01"
"247 {android.settings.USER_DICTIONARY_SETTINGS}                         => {PreferenceFragment}                                      1.701867e-05 0.4285714  3.021891e+02"
"248 {State}                                                             => {android.intent.action.SEND}                              1.701867e-05 0.4285714  2.177155e+00"
"252 {android.settings.LOCALE_SETTINGS}                                  => {Activity}                                                1.701867e-05 0.4285714  2.690430e+00"
"253 {android.settings.LOCALE_SETTINGS}                                  => {Object}                                                  1.701867e-05 0.4285714  9.169918e-01"
"254 {android.settings.action.MANAGE_OVERLAY_PERMISSION}                 => {Object}                                                  1.701867e-05 0.4285714  9.169918e-01"
"314 {android.intent.action.DOCK_EVENT}                                  => {Object}                                                  3.403734e-05 0.4285714  9.169918e-01"
"344 {MultiDexApplication}                                               => {android.intent.action.VIEW}                              5.105601e-05 0.4285714  8.031819e-01"
"422 {android.intent.action.PACKAGE_ADDED}                               => {BroadcastReceiver}                                       2.212427e-04 0.4239130  5.368256e+01"
"336 {android.intent.action.ACTION_POWER_CONNECTED}                      => {Service}                                                 4.538312e-05 0.4210526  4.055841e+01"
"338 {DialogPreference}                                                  => {android.intent.action.CALL}                              4.538312e-05 0.4210526  1.824082e+01"
"383 {Base}                                                              => {android.intent.action.VIEW}                              1.077849e-04 0.4130435  7.740811e-01"
"464 {android.intent.action.ATTACH_DATA}                                 => {FragmentActivity}                                        8.452606e-04 0.4116022  1.008002e+01"
"406 {ActivityGroup}                                                     => {android.intent.action.VIEW}                              1.701867e-04 0.4109589  7.701744e-01"
"427 {android.settings.MANAGE_APPLICATIONS_SETTINGS}                     => {Object}                                                  2.325885e-04 0.4100000  8.772555e-01"
"354 {android.intent.action.PACKAGE_REMOVED}                             => {Object}                                                  6.240179e-05 0.4074074  8.717082e-01"
"425 {android.intent.action.SEARCH}                                      => {Object}                                                  2.212427e-04 0.4020619  8.602706e-01"
"209 {android.speech.tts.engine.TTS_DATA_INSTALLED}                      => {Fragment}                                                1.134578e-05 0.4000000  1.089138e+01"
"210 {android.speech.tts.engine.TTS_DATA_INSTALLED}                      => {Object}                                                  1.134578e-05 0.4000000  8.558590e-01"
"211 {android.media.ACTION_SCO_AUDIO_STATE_UPDATED}                      => {BroadcastReceiver}                                       1.134578e-05 0.4000000  5.065431e+01"
"212 {android.media.ACTION_SCO_AUDIO_STATE_UPDATED}                      => {Object}                                                  1.134578e-05 0.4000000  8.558590e-01"
"213 {Action}                                                            => {android.intent.action.SEND}                              1.134578e-05 0.4000000  2.032012e+00"
"215 {AbstractThreadedSyncAdapter}                                       => {android.intent.action.VIEW}                              1.134578e-05 0.4000000  7.496364e-01"
"217 {android.bluetooth.a2dp.profile.action.CONNECTION_STATE_CHANGED}    => {Object}                                                  1.134578e-05 0.4000000  8.558590e-01"
"221 {android.intent.action.CAMERA_BUTTON}                               => {ListActivity}                                            1.134578e-05 0.4000000  5.357556e+00"
"222 {android.intent.action.CAMERA_BUTTON}                               => {Object}                                                  1.134578e-05 0.4000000  8.558590e-01"
"225 {android.provider.Telephony.WAP_PUSH_RECEIVED}                      => {Object}                                                  1.134578e-05 0.4000000  8.558590e-01"
"226 {Item}                                                              => {android.intent.action.MAIN}                              1.134578e-05 0.4000000  1.212985e+01"
"284 {MainFragment}                                                      => {android.intent.action.PICK}                              2.269156e-05 0.4000000  2.193182e+01"
"324 {GridFragment}                                                      => {android.intent.action.VIEW}                              3.403734e-05 0.4000000  7.496364e-01"
"343 {TextView}                                                          => {android.intent.action.VIEW}                              4.538312e-05 0.4000000  7.496364e-01"
"492 {PreferenceActivity}                                                => {android.intent.action.VIEW}                              4.277359e-03 0.3989418  7.476532e-01"
"489 {BroadcastReceiver}                                                 => {android.intent.action.VIEW}                              3.142781e-03 0.3979885  7.458667e-01"
"393 {android.net.wifi.STATE_CHANGE}                                     => {Activity}                                                1.248036e-04 0.3928571  2.466228e+00"
"403 {android.media.AUDIO_BECOMING_NOISY}                                => {Service}                                                 1.474951e-04 0.3823529  3.683062e+01"
"503 {android.intent.action.DIAL}                                        => {Object}                                                  1.661022e-02 0.3785391  8.099403e-01"
"258 {android.intent.action.BATTERY_OKAY}                                => {Activity}                                                1.701867e-05 0.3750000  2.354127e+00"
"262 {android.bluetooth.adapter.action.SCAN_MODE_CHANGED}                => {Fragment}                                                1.701867e-05 0.3750000  1.021067e+01"
"363 {android.settings.SOUND_SETTINGS}                                   => {Activity}                                                6.807468e-05 0.3750000  2.354127e+00"
"499 {android.intent.action.MAIN}                                        => {Object}                                                  1.223642e-02 0.3710649  7.939480e-01"
"293 {CountDownTimer}                                                    => {android.intent.action.MEDIA_MOUNTED}                     2.269156e-05 0.3636364  1.218645e+02"
"432 {android.intent.action.TIME_TICK}                                   => {Activity}                                                2.609529e-04 0.3622047  2.273802e+00"
"387 {android.intent.action.SET_WALLPAPER}                               => {Object}                                                  9.643913e-05 0.3617021  7.739151e-01"
"449 {android.bluetooth.adapter.action.REQUEST_ENABLE}                   => {Activity}                                                4.481583e-04 0.3590909  2.254255e+00"
"437 {ExpandableListActivity}                                            => {android.intent.action.MAIN}                              3.006632e-04 0.3581081  1.085949e+01"
"478 {android.intent.action.MEDIA_MOUNTED}                               => {Object}                                                  1.066503e-03 0.3574144  7.647409e-01"
"317 {android.settings.MEMORY_CARD_SETTINGS}                             => {Activity}                                                2.836445e-05 0.3571429  2.242025e+00"
"355 {android.intent.action.LOCALE_CHANGED}                              => {Activity}                                                5.672890e-05 0.3571429  2.242025e+00"
"465 {android.intent.action.ATTACH_DATA}                                 => {Activity}                                                7.261299e-04 0.3535912  2.219729e+00"
"440 {android.app.action.ADD_DEVICE_ADMIN}                               => {Activity}                                                3.006632e-04 0.3533333  2.218110e+00"
"441 {android.app.action.ADD_DEVICE_ADMIN}                               => {Object}                                                  3.006632e-04 0.3533333  7.560088e-01"
"367 {android.intent.action.CHOOSER}                                     => {Object}                                                  6.807468e-05 0.3529412  7.551697e-01"
"396 {android.net.wifi.WIFI_STATE_CHANGED}                               => {Activity}                                                1.134578e-04 0.3448276  2.164714e+00"
"448 {android.intent.action.HEADSET_PLUG}                                => {Service}                                                 4.027752e-04 0.3446602  3.319982e+01"
"477 {android.intent.action.MEDIA_MOUNTED}                               => {Activity}                                                1.026793e-03 0.3441065  2.160187e+00"
"413 {android.intent.action.PICK_ACTIVITY}                               => {Object}                                                  1.474951e-04 0.3421053  7.319847e-01"
"404 {android.media.AUDIO_BECOMING_NOISY}                                => {Object}                                                  1.304765e-04 0.3382353  7.237043e-01"
"136 {MediaPlayer}                                                       => {android.intent.action.MEDIA_BUTTON}                      5.672890e-06 0.3333333  1.491345e+02"
"137 {Main}                                                              => {android.intent.action.GET_CONTENT}                       5.672890e-06 0.3333333  3.063556e+01"
"138 {Main}                                                              => {android.media.action.IMAGE_CAPTURE}                      5.672890e-06 0.3333333  2.189232e+01"
"139 {Main}                                                              => {android.intent.action.VIEW}                              5.672890e-06 0.3333333  6.246970e-01"
"140 {android.speech.RecognitionService}                                 => {BroadcastReceiver}                                       5.672890e-06 0.3333333  4.221193e+01"
"142 {SettingsFragment}                                                  => {android.media.action.DISPLAY_AUDIO_EFFECT_CONTROL_PANEL} 5.672890e-06 0.3333333  2.098536e+03"
"144 {android.settings.CAPTIONING_SETTINGS}                              => {AppCompatActivity}                                       5.672890e-06 0.3333333  3.578502e+01"
"145 {android.settings.CAPTIONING_SETTINGS}                              => {Fragment}                                                5.672890e-06 0.3333333  9.076151e+00"
"146 {android.settings.CAPTIONING_SETTINGS}                              => {Object}                                                  5.672890e-06 0.3333333  7.132158e-01"
"148 {ImageButton}                                                       => {android.intent.action.VIEW}                              5.672890e-06 0.3333333  6.246970e-01"
"150 {android.settings.NETWORK_OPERATOR_SETTINGS}                        => {Activity}                                                5.672890e-06 0.3333333  2.092557e+00"
"153 {android.service.dreams.DreamService}                               => {DreamService}                                            5.672890e-06 0.3333333  1.958633e+04"
"154 {DreamService}                                                      => {android.service.dreams.DreamService}                     5.672890e-06 0.3333333  1.958633e+04"
"155 {android.service.dreams.DreamService}                               => {PreferenceFragment}                                      5.672890e-06 0.3333333  2.350360e+02"
"156 {android.service.dreams.DreamService}                               => {Object}                                                  5.672890e-06 0.3333333  7.132158e-01"
"157 {Page}                                                              => {android.intent.action.DELETE}                            5.672890e-06 0.3333333  1.209033e+02"
"158 {Page}                                                              => {android.intent.action.SEND}                              5.672890e-06 0.3333333  1.693343e+00"
"159 {Page}                                                              => {android.intent.action.VIEW}                              5.672890e-06 0.3333333  6.246970e-01"
"160 {android.intent.action.APP_ERROR}                                   => {Application}                                             5.672890e-06 0.3333333  9.253386e+01"
"162 {android.intent.action.MEDIA_REMOVED}                               => {ListActivity}                                            5.672890e-06 0.3333333  4.464630e+00"
"165 {android.intent.action.DEVICE_STORAGE_OK}                           => {Service}                                                 5.672890e-06 0.3333333  3.210874e+01"
"166 {android.intent.action.DEVICE_STORAGE_OK}                           => {Activity}                                                5.672890e-06 0.3333333  2.092557e+00"
"167 {android.intent.action.DEVICE_STORAGE_OK}                           => {Object}                                                  5.672890e-06 0.3333333  7.132158e-01"
"170 {SimpleCursorAdapter}                                               => {android.intent.action.VIEW}                              5.672890e-06 0.3333333  6.246970e-01"
"173 {HorizontalScrollView}                                              => {android.intent.action.VIEW}                              5.672890e-06 0.3333333  6.246970e-01"
"175 {ItemInfo}                                                          => {android.intent.action.EDIT}                              5.672890e-06 0.3333333  8.358321e+01"
"177 {android.intent.action.PACKAGE_REPLACED}                            => {Application}                                             5.672890e-06 0.3333333  9.253386e+01"
"182 {android.net.conn.BACKGROUND_DATA_SETTING_CHANGED}                  => {BroadcastReceiver}                                       5.672890e-06 0.3333333  4.221193e+01"
"183 {android.net.conn.BACKGROUND_DATA_SETTING_CHANGED}                  => {Service}                                                 5.672890e-06 0.3333333  3.210874e+01"
"184 {android.net.conn.BACKGROUND_DATA_SETTING_CHANGED}                  => {Activity}                                                5.672890e-06 0.3333333  2.092557e+00"
"228 {Template}                                                          => {android.intent.action.CALL}                              1.134578e-05 0.3333333  1.444065e+01"
"231 {android.bluetooth.device.action.PAIRING_REQUEST}                   => {Activity}                                                1.134578e-05 0.3333333  2.092557e+00"
"232 {android.bluetooth.device.action.PAIRING_REQUEST}                   => {Object}                                                  1.134578e-05 0.3333333  7.132158e-01"
"233 {GLView}                                                            => {android.intent.action.EDIT}                              1.134578e-05 0.3333333  8.358321e+01"
"234 {GLView}                                                            => {android.intent.action.SENDTO}                            1.134578e-05 0.3333333  1.993858e+01"
"235 {android.bluetooth.device.action.ACL_DISCONNECT_REQUESTED}          => {Service}                                                 1.134578e-05 0.3333333  3.210874e+01"
"239 {android.intent.action.DATE_CHANGED}                                => {Service}                                                 1.134578e-05 0.3333333  3.210874e+01"
"242 {android.search.action.SEARCH_SETTINGS}                             => {PreferenceActivity}                                      1.134578e-05 0.3333333  3.108942e+01"
"243 {android.search.action.SEARCH_SETTINGS}                             => {Object}                                                  1.134578e-05 0.3333333  7.132158e-01"
"271 {android.bluetooth.adapter.action.DISCOVERY_STARTED}                => {Object}                                                  1.701867e-05 0.3333333  7.132158e-01"
"272 {android.media.action.VIDEO_CAMERA}                                 => {Activity}                                                1.701867e-05 0.3333333  2.092557e+00"
"273 {android.media.action.VIDEO_CAMERA}                                 => {Object}                                                  1.701867e-05 0.3333333  7.132158e-01"
"279 {ActionProvider}                                                    => {android.intent.action.SEND}                              1.701867e-05 0.3333333  1.693343e+00"
"295 {Binder}                                                            => {android.intent.action.SEND}                              2.269156e-05 0.3333333  1.693343e+00"
"297 {android.intent.action.MEDIA_EJECT}                                 => {Object}                                                  2.269156e-05 0.3333333  7.132158e-01"
"299 {android.intent.action.DEVICE_STORAGE_LOW}                          => {Service}                                                 2.269156e-05 0.3333333  3.210874e+01"
"300 {android.intent.action.DEVICE_STORAGE_LOW}                          => {Object}                                                  2.269156e-05 0.3333333  7.132158e-01"
"303 {PhoneStateListener}                                                => {android.intent.action.CALL}                              2.269156e-05 0.3333333  1.444065e+01"
"390 {TableRow}                                                          => {android.media.action.VIDEO_CAPTURE}                      1.021120e-04 0.3333333  2.428058e+02"
"391 {TableRow}                                                          => {android.intent.action.GET_CONTENT}                       1.021120e-04 0.3333333  3.063556e+01"
"392 {TableRow}                                                          => {android.media.action.IMAGE_CAPTURE}                      1.021120e-04 0.3333333  2.189232e+01"
"412 {android.intent.action.PICK_ACTIVITY}                               => {Activity}                                                1.418222e-04 0.3289474  2.065023e+00"
"482 {Application}                                                       => {android.intent.action.VIEW}                              1.174288e-03 0.3259843  6.109242e-01"
